# flight_no,dep,arr,dep_time,arr_time,price,category
RUS9040,AYAN,AYDK,0900,1000,50,tour_png
AFL6111,ULLI,USNN,0130,0655,392,base
AFL6581,ULLI,USPP,2225,0240,293,base
AFL6583,ULLI,USPP,1230,1650,293,base
AUL583,ULLI,USPP,0235,0535,293,base
AFL6441,ULLI,USRR,2235,0345,374,base
UTA470,ULLI,USRR,2320,0440,374,base
AFL6401,ULLI,USSS,0020,0505,323,base
AFL6403,ULLI,USSS,1805,2255,323,base
AFL6417,ULLI,USSS,1310,1800,323,base
AUL501,ULLI,USSS,0135,0500,323,base
SVR173,ULLI,USSS,2325,1040,323,base
SVR173,ULLI,USSS,1415,1700,323,base
SVR624,ULLI,USSS,1555,1840,323,base
SYL468,ULLI,USSS,1520,2000,323,base
AFL6451,ULLI,USTR,2345,0445,345,base
AUL577,ULLI,USTR,0155,0525,345,base
SVR2879,ULLI,UTDD,1420,1910,497,base
RUS0281,ULLI,UUBW,0930,1020,220,base
SBI1004,ULLI,UUDD,1155,1330,213,base
SBI1004,ULLI,UUDD,0230,0450,213,base
SBI1008,ULLI,UUDD,2035,2210,213,base
SBI1008,ULLI,UUDD,0830,1050,213,base
SBI1012,ULLI,UUDD,1430,1650,213,base
SBI1016,ULLI,UUDD,2030,2250,213,base
RWZ705,ULLI,UUDL,0805,0925,209,base
AFL007,ULLI,UUEE,0955,1120,207,base
AFL25,ULLI,UUEE,1945,2115,207,base
AFL27,ULLI,UUEE,2145,2320,207,base
AFL6046,ULLI,UUEE,1600,1730,207,base
AFL6058,ULLI,UUEE,1330,1500,207,base
AFL6058,ULLI,UUEE,1300,1430,207,base
AFL6090,ULLI,UUEE,2100,2230,207,base
AFL6094,ULLI,UUEE,2200,2330,207,base
AFL6098,ULLI,UUEE,2300,0030,207,base
AFL6128,ULLI,UUEE,1100,1240,207,base
AFL6128,ULLI,UUEE,1030,1200,207,base
AFL6168,ULLI,UUEE,1200,1340,207,base
AFL6168,ULLI,UUEE,1130,1300,207,base
AFL6216,ULLI,UUEE,1400,1530,207,base
AFL6244,ULLI,UUEE,1430,1600,207,base
AFL6246,ULLI,UUEE,1500,1630,207,base
AFL6272,ULLI,UUEE,1530,1700,207,base
AFL6428,ULLI,UUEE,1700,1830,207,base
AFL6482,ULLI,UUEE,1730,1900,207,base
AFL6496,ULLI,UUEE,1800,1930,207,base
AFL6498,ULLI,UUEE,1830,2000,207,base
AFL6516,ULLI,UUEE,1900,2030,207,base
AFL6518,ULLI,UUEE,1930,2100,207,base
AFL6520,ULLI,UUEE,2030,2200,207,base
AFL6580,ULLI,UUEE,2130,2300,207,base
AFL6700,ULLI,UUEE,0830,1000,207,base
AFL6704,ULLI,UUEE,2230,2355,207,base
AFL6708,ULLI,UUEE,2355,0130,207,base
AFL6710,ULLI,UUEE,0100,0230,207,base
AFL6806,ULLI,UUEE,0700,0830,207,base
AFL6808,ULLI,UUEE,0600,0730,207,base
AFL6856,ULLI,UUEE,1630,1800,207,base
AFL6952,ULLI,UUEE,0800,0945,207,base
AFL6970,ULLI,UUEE,2115,2245,207,base
AFL7,ULLI,UUEE,0945,1115,207,base
Tr0002,ULLI,UUEE,0945,1110,207,base
AFL6003,ULLI,UUWW,0800,0935,209,base
AFL6005,ULLI,UUWW,0900,1040,209,base
AFL6007,ULLI,UUWW,1000,1140,209,base
AFL6009,ULLI,UUWW,1100,1240,209,base
AFL6025,ULLI,UUWW,1230,1410,209,base
AFL6025,ULLI,UUWW,1200,1340,209,base
AFL6027,ULLI,UUWW,1300,1425,209,base
AFL6031,ULLI,UUWW,1400,1540,209,base
AFL6051,ULLI,UUWW,0700,0840,209,base
AFL6161,ULLI,UUWW,2355,0130,209,base
AFL6169,ULLI,UUWW,2030,2205,209,base
AFL6175,ULLI,UUWW,1600,1730,209,base
AFL6177,ULLI,UUWW,1700,1835,209,base
AFL6181,ULLI,UUWW,1900,2030,209,base
AFL6183,ULLI,UUWW,2000,2135,209,base
AFL6185,ULLI,UUWW,2100,2235,209,base
AFL6187,ULLI,UUWW,2200,2335,209,base
AFL6941,ULLI,UUWW,1800,1930,209,base
AFL6947,ULLI,UUWW,1930,2105,209,base
SDM6187,ULLI,UUWW,2200,2330,209,base
UTA382,ULLI,UUWW,2135,2305,209,base
AFL6587,ULLI,UUYY,0010,0210,260,base
AUL503,ULLI,UUYY,1455,1655,260,base
AUL503,ULLI,UUYY,2130,2320,260,base
SDM6587,ULLI,UUYY,0010,0210,260,base
AFL6105,ULLI,UWGG,1110,1300,235,base
AFL6107,ULLI,UWGG,1630,1820,235,base
AFL6109,ULLI,UWGG,2000,2150,235,base
AFL6593,ULLI,UWKD,0950,1205,268,base
AFL6599,ULLI,UWKD,1920,2130,268,base
AUL537,ULLI,UWKD,1815,2015,268,base
AUL537,ULLI,UWKD,1905,2110,268,base
AUL597,ULLI,UWKD,1515,1715,268,base
NWS245,ULLI,UWKD,1210,1420,268,base
NWS249,ULLI,UWKD,2105,2315,268,base
RWZ905,ULLI,UWKE,1155,1415,282,base
AFL2852,ULLI,UWOO,0035,0525,323,base
AUL587,ULLI,UWOO,0145,0520,323,base
AFL6767,ULLI,UWPP,0940,1150,262,base
AFL6767,ULLI,UWPP,1210,1420,262,base
AFL6411,ULLI,UWUU,2305,0335,308,base
AFL6423,ULLI,UWUU,0750,1235,308,base
AUL591,ULLI,UWUU,0145,0500,308,base
NWS255,ULLI,UWUU,1525,2000,308,base
AFL6233,ULLI,UWWW,1240,1605,284,base
AUL531,ULLI,UWWW,0920,1315,284,base
AUL581,ULLI,UWWW,1520,1725,284,base
AUL904,ULLI,UWWW,2035,2240,284,base
AFL628,ULLI,VTSP,1950,1035,983,base
AFL6814,ULMK,ULLI,1430,1615,233,base
AFL1347,ULMK,UUEE,1510,1725,275,base
RUS0261,ULMM,EFHK,0930,1020,245,base
AFL2851,ULMM,ULLI,1020,1215,246,base
AFL6342,ULMM,ULLI,1120,1315,246,base
AFL6344,ULMM,ULLI,0600,0800,246,base
AFL6346,ULMM,ULLI,2030,2220,246,base
AUL508,ULMM,ULLI,1420,1615,246,base
AUL518,ULMM,ULLI,1800,1855,246,base
AUL518,ULMM,ULLI,1740,1935,246,base
AUL518,ULMM,ULLI,1930,2125,246,base
AUL518,ULMM,ULLI,1620,1810,246,base
AUL519,ULMM,ULLI,0805,1000,246,base
SDM6342,ULMM,ULLI,1120,1320,246,base
AUL529,ULMM,UMKK,2350,0140,310,base
AUL101,ULMM,URSS,1630,2105,425,base
AUL101,ULMM,URSS,1800,2150,425,base
RWZ1008,ULMM,USSS,1515,2010,337,base
AFL1319,ULMM,UUEE,1045,1310,290,base
AFL1323,ULMM,UUEE,2155,0020,290,base
AFL1327,ULMM,UUEE,0230,0455,290,base
AFL6478,ULMM,UUEE,1455,1725,290,base
AUL522,ULMM,UUEE,1340,1600,290,base
AUL522,ULMM,UUEE,0600,0810,290,base
AUL522,ULMM,UUEE,0820,1030,290,base
AUL522,ULMM,UUEE,1335,1555,290,base
RUS0167,ULPB,ULAA,0930,1020,192,base
RUS0168,ULPB,ULLI,0930,1020,173,base
AFL6320,UMKK,EFTO,1600,1855,209,base
RUS0039,UMKK,LEBL,0930,1020,345,base
AUL176,UMKK,ULAA,1305,1555,299,base
AFL6322,UMKK,ULLI,1145,1440,227,base
AFL6324,UMKK,ULLI,1025,1320,227,base
AFL6326,UMKK,ULLI,2010,2250,227,base
AFL6330,UMKK,ULLI,1845,2145,227,base
AFL6332,UMKK,ULLI,2150,0030,227,base
AFL6334,UMKK,ULLI,0840,1135,227,base
AUL506,UMKK,ULLI,1020,1155,227,base
AUL506,UMKK,ULLI,1305,1430,227,base
AUL514,UMKK,ULLI,1815,1940,227,base
AUL534,UMKK,ULLI,1705,1830,227,base
AUL540,UMKK,ULLI,0020,0145,227,base
NWS282,UMKK,ULLI,1135,1430,227,base
SVR392,UMKK,ULLI,1150,1345,227,base
SVR654,UMKK,ULLI,1035,1225,227,base
AFL6310,UMKK,ULLP,1130,1505,227,base
AUL530,UMKK,ULMM,0140,0410,310,base
SBI5066,UMKK,UNNT,1230,1430,524,base
SBI5068,UMKK,UNNT,1930,2130,524,base
AUL872,UMKK,URSS,1630,1935,332,base
AUL3103,UMKK,USCC,1950,2355,398,base
SVR404,UMKK,USSS,1525,1920,389,base
SVR504,UMKK,USSS,1505,2155,389,base
SVR504,UMKK,USSS,1355,1750,389,base
SVR459,UMKK,UUBW,0810,0950,257,base
SBI1212,UMKK,UUDD,1130,1400,255,base
SBI1214,UMKK,UUDD,2030,2300,255,base
SVR168,UMKK,UUDD,1735,2020,255,base
SVR628,UMKK,UUDD,1205,1450,255,base
AFL1001,UMKK,UUEE,0910,1245,253,base
AFL1003,UMKK,UUEE,1255,1630,253,base
AFL1005,UMKK,UUEE,1610,1945,253,base
AFL1007,UMKK,UUEE,2110,0045,253,base
AFL1009,UMKK,UUEE,0300,0630,253,base
AFL1011,UMKK,UUEE,1925,2315,253,base
AFL1013,UMKK,UUEE,1805,2140,253,base
AFL1015,UMKK,UUEE,1035,1410,253,base
AFL1017,UMKK,UUEE,1135,1510,253,base
AFL1019,UMKK,UUEE,1425,1755,253,base
AFL6310,UMKK,UUEE,1130,1510,253,base
AUL252,UMKK,UUEE,1115,1445,253,base
AUL252,UMKK,UUEE,1445,1630,253,base
AUL254,UMKK,UUEE,1100,1400,253,base
AUL254,UMKK,UUEE,1130,1325,253,base
AUL254,UMKK,UUEE,1430,1615,253,base
NWS106,UMKK,UUEE,1600,1925,253,base
PBD6832,UMKK,UUEE,0955,1325,253,base
PBD6834,UMKK,UUEE,1720,2055,253,base
PBD6836,UMKK,UUEE,1605,1945,253,base
PBD6838,UMKK,UUEE,1440,1815,253,base
PBD6840,UMKK,UUEE,0845,1210,253,base
PBD6872,UMKK,UUEE,1505,1835,253,base
SDM6310,UMKK,UUEE,1515,1845,253,base
AFL6312,UMKK,UUMX,2040,0015,257,base
NWS732,UMKK,UWKD,1905,2325,323,base
BRU717,UMMS,OMDB,0400,1110,530,base
BRU939,UMMS,ULLI,1315,1435,213,base
AZO6002,UMMS,URMM,2005,2350,297,base
AFL1831,UMMS,UUEE,1140,1310,211,base
AFL1835,UMMS,UUEE,0630,0755,211,base
AFL1843,UMMS,UUEE,1445,1615,211,base
BRU981,UMMS,UUWW,0650,0815,209,base
RUS0190,UMMS,UWKD,0930,1020,281,base
RUS0191,UMMS,UWKE,0930,1020,299,base
RUS0192,UMMS,UWKE,0930,1020,299,base
SBI6458,UNAA,UIII,1130,1330,235,base
RUS0162,UNAA,UNKL,0930,1020,167,base
SBI5314,UNAA,UNNT,0900,1030,205,base
SBI5316,UNAA,UNNT,1100,1230,205,base
TYA924,UNAA,UOOO,1405,1655,319,base
SBI2594,UNAA,UUDD,1130,1400,477,base
AFL1479,UNAA,UUEE,1000,1105,477,base
RUS0159,UNBB,UNBG,0930,1020,158,base
SBI5326,UNBB,UNNT,1145,1230,154,base
SBI5326,UNBB,UNNT,0900,1000,154,base
SBI7002,UNBB,UNNT,1300,1400,154,base
UTA214,UNBB,USRR,2120,2215,253,base
RWZ1076,UNBB,USSS,1155,1240,295,base
SBI2602,UNBB,UUDD,1000,1230,431,base
SVR652,UNBB,UUDD,0030,0445,431,base
AFL1431,UNBB,UUEE,0955,1020,433,base
SBI6454,UNBG,UIII,1045,1215,273,base
SBI6456,UNBG,UIII,1830,2000,273,base
AFL6830,UNBG,ULLI,1000,1055,486,base
SBI5366,UNBG,UNNT,0930,1045,187,base
SBI5368,UNBG,UNNT,1130,1245,187,base
SBI5370,UNBG,UNNT,1430,1545,187,base
SBI5372,UNBG,UNNT,1730,1845,187,base
SBI5374,UNBG,UNNT,2030,2145,187,base
RUS0160,UNBG,UNWW,0930,1020,158,base
UTA182,UNBG,USRR,1620,1740,275,base
SBI2630,UNBG,UUDD,1030,1215,451,base
AFL1519,UNBG,UUEE,1900,1940,453,base
AFL1525,UNBG,UUEE,1120,1205,453,base
RUS0186,UNBG,UWGG,0930,1020,415,base
RUS0187,UNBG,UWGG,0930,1020,415,base
UVT566,UNBG,UWKD,1640,1620,328,base
RWZ1051,UNEE,UIUU,0415,0740,290,base
SBI5318,UNEE,UNNT,0945,1045,158,base
SBI7006,UNEE,UNNT,1245,1345,158,base
RUS0193,UNEE,UNTT,0930,1020,145,base
RWZ1042,UNEE,USSS,1115,1205,301,base
SBI2606,UNEE,UUDD,0930,1115,440,base
AFL1451,UNEE,UUEE,0810,0850,440,base
AFL6793,UNKL,UCFO,2115,2345,367,base
SHU2455,UNKL,UEEE,1205,1715,361,base
AFL6873,UNKL,UHBB,0320,0905,381,base
AFL6879,UNKL,UHBB,0850,1425,381,base
AFL5641,UNKL,UHHH,1120,1820,438,base
AFL6883,UNKL,UHHH,0725,1430,438,base
AFL6835,UNKL,UHMM,0820,1650,473,base
SDM6835,UNKL,UHMM,0820,1650,473,base
AFL1732,UNKL,UHPP,0815,1855,550,base
SHU2457,UNKL,UHSS,0800,1640,493,base
SHU4745,UNKL,UHSS,0005,0850,493,base
AFL1706,UNKL,UHWW,0815,1610,453,base
AFL5645,UNKL,UHWW,2135,0535,453,base
AFL6901,UNKL,UHWW,0755,1540,453,base
AFL6819,UNKL,UIAA,1105,1525,288,base
AFL6677,UNKL,UIII,2130,0015,235,base
AFL6881,UNKL,UIII,0825,1110,235,base
SBI6432,UNKL,UIII,0800,1000,235,base
SBI6434,UNKL,UIII,1600,1800,235,base
SHU2451,UNKL,UIUU,0720,1020,255,base
AFL2807,UNKL,ULLI,2045,2210,495,base
AFL6572,UNKL,ULLI,2045,2145,495,base
AFL6574,UNKL,ULLI,0555,0700,495,base
TYA301,UNKL,ULLI,1800,1915,495,base
SBI5306,UNKL,UNNT,0830,0930,211,base
SBI5308,UNKL,UNNT,1030,1130,211,base
SBI5310,UNKL,UNNT,1430,1530,211,base
SBI5312,UNKL,UNNT,1930,2030,211,base
SBI5334,UNKL,UNNT,2230,2330,211,base
SBI5338,UNKL,UNNT,2330,0030,211,base
AFL6845,UNKL,UNOO,1420,1535,266,base
RUS0164,UNKL,UNTT,0930,1020,192,base
TYA207,UNKL,UOOO,0820,1100,293,base
TYA207,UNKL,UOOO,0955,1230,293,base
AFL2859,UNKL,URKK,0735,0945,526,base
AFL6875,UNKL,URSS,1635,1840,532,base
AFL6913,UNKL,USCC,2105,2210,337,base
AFL6755,UNKL,USSS,1355,1500,337,base
SVR247,UNKL,USSS,2310,0215,337,base
AFL6821,UNKL,USTR,2230,2310,310,base
SVR2929,UNKL,UTDD,1205,1625,403,base
AFL6725,UNKL,UTTT,2125,2300,378,base
AFL1481,UNKL,UUEE,0635,0720,473,base
AFL1483,UNKL,UUEE,1110,1205,473,base
AFL1485,UNKL,UUEE,0940,1040,473,base
AFL1491,UNKL,UUEE,2145,2235,473,base
AFL1707,UNKL,UUEE,2110,2225,473,base
UTA572,UNKL,UUWW,0710,0815,475,base
AFL6621,UNKL,ZBAD,2140,0230,396,base
SBI5386,UNKY,UNNT,1000,1130,233,base
SBI5388,UNKY,UNNT,1400,1530,233,base
SBI5390,UNKY,UNNT,1800,1930,233,base
AFL806,UNNT,LTAI,1100,1335,576,base
SBI5863,UNNT,LTAI,1200,1415,576,base
SBI5883,UNNT,LTAI,1800,2015,576,base
SBI5871,UNNT,LTFM,1100,1330,557,base
SBI5889,UNNT,LTFM,1900,2130,557,base
SBI5785,UNNT,OMDB,2000,2315,539,base
SBI5787,UNNT,OMDB,2330,0245,539,base
SBI5501,UNNT,UAAA,1000,1215,282,base
SBI5503,UNNT,UAAA,1330,1545,282,base
SBI5515,UNNT,UACC,0830,1000,233,base
SBI5519,UNNT,UAII,1000,1230,315,base
SBI5527,UNNT,UAKK,0930,1100,233,base
SBI5523,UNNT,UASK,0915,1045,202,base
SBI5579,UNNT,UBBB,1400,1615,429,base
SBI5541,UNNT,UCFM,0945,1145,290,base
SBI5545,UNNT,UCFO,1030,1300,319,base
SBI5591,UNNT,UDYZ,1300,1515,464,base
SBI5357,UNNT,UEBT,0800,1230,444,base
SBI5261,UNNT,UEEE,2340,0530,418,base
SBI5261,UNNT,UEEE,0700,1030,418,base
SBI5263,UNNT,UEEE,1500,1830,418,base
SYL466,UNNT,UEEE,2140,0400,418,base
SYL787,UNNT,UELL,0755,1350,400,base
SBI5245,UNNT,UEMN,0800,1130,475,base
SBI5247,UNNT,UEMN,1400,1730,475,base
SBI5259,UNNT,UEMN,2000,2330,475,base
SBI5241,UNNT,UERR,0700,1030,341,base
SBI5243,UNNT,UERR,1300,1630,341,base
SBI8051,UNNT,UERR,1900,2230,341,base
SBI5209,UNNT,UHBB,0830,1145,442,base
SBI5211,UNNT,UHBB,1230,1545,442,base
SBI5213,UNNT,UHBB,1630,1945,442,base
AFL5643,UNNT,UHHH,2240,0630,499,base
AURUS35,UNNT,UHHH,0400,0826,499,base
SBI5237,UNNT,UHHH,0830,1230,499,base
SBI5253,UNNT,UHHH,1230,1630,499,base
SBI5265,UNNT,UHHH,1830,2230,499,base
SBI5437,UNNT,UHHH,2230,0230,499,base
SHU5643,UNNT,UHHH,2240,0630,499,base
SBI5219,UNNT,UHMM,0830,1300,532,base
SBI5283,UNNT,UHMP,0830,1430,576,base
SBI5249,UNNT,UHPP,2310,1020,612,base
SBI5249,UNNT,UHPP,0800,1300,612,base
SBI5257,UNNT,UHSS,2305,0830,557,base
SBI5257,UNNT,UHSS,0830,1300,557,base
SBI5201,UNNT,UHWW,0200,0745,513,base
SBI5203,UNNT,UHWW,0600,1145,513,base
SBI5205,UNNT,UHWW,1000,1545,513,base
SBI5207,UNNT,UHWW,1400,1945,513,base
SBI5221,UNNT,UIAA,0800,1130,348,base
SBI5223,UNNT,UIAA,1600,1930,348,base
SBI5215,UNNT,UIBB,0800,0945,266,base
SBI5217,UNNT,UIBB,1300,1445,266,base
SBI5225,UNNT,UIII,1900,2225,290,base
SBI5225,UNNT,UIII,0600,0800,290,base
SBI5227,UNNT,UIII,0800,1000,290,base
SBI5229,UNNT,UIII,1000,1200,290,base
SBI5231,UNNT,UIII,1200,1400,290,base
SBI5233,UNNT,UIII,1400,1600,290,base
SBI5235,UNNT,UIII,1600,1800,290,base
SBI5239,UNNT,UIII,2000,2200,290,base
SBI5267,UNNT,UIII,2200,2400,290,base
SBI5285,UNNT,UIII,2330,0130,290,base
SBI5251,UNNT,UIUU,0800,1030,312,base
SBI5255,UNNT,UIUU,1600,1830,312,base
AFL2811,UNNT,ULLI,0710,0740,449,base
AUL572,UNNT,ULLI,0805,0835,449,base
AUL572,UNNT,ULLI,0835,1040,449,base
AURUS13,UNNT,ULLI,1200,1634,449,base
SBI5001,UNNT,ULLI,0001,0230,449,base
SBI5003,UNNT,ULLI,1210,1250,449,base
SBI5003,UNNT,ULLI,0400,0630,449,base
SBI5005,UNNT,ULLI,0800,1030,449,base
SBI5007,UNNT,ULLI,1200,1430,449,base
SBI5065,UNNT,UMKK,0900,1200,524,base
SBI5313,UNNT,UNAA,0715,0845,205,base
SBI5315,UNNT,UNAA,0900,1030,205,base
SBI5325,UNNT,UNBB,1020,1110,154,base
SBI5325,UNNT,UNBB,0730,0830,154,base
SBI7001,UNNT,UNBB,1130,1230,154,base
SBI5365,UNNT,UNBG,0745,0900,187,base
SBI5367,UNNT,UNBG,1045,1200,187,base
SBI5369,UNNT,UNBG,1345,1500,187,base
SBI5371,UNNT,UNBG,1645,1800,187,base
SBI5373,UNNT,UNBG,1945,2100,187,base
SBI5317,UNNT,UNEE,0815,0915,158,base
SBI7005,UNNT,UNEE,1115,1215,158,base
SBI5305,UNNT,UNKL,0700,0800,211,base
SBI5307,UNNT,UNKL,0900,1000,211,base
SBI5309,UNNT,UNKL,1300,1400,211,base
SBI5337,UNNT,UNKL,1700,1800,211,base
SBI5385,UNNT,UNKY,0800,0930,233,base
SBI5387,UNNT,UNKY,1200,1330,233,base
SBI5389,UNNT,UNKY,1600,1730,233,base
SBI5341,UNNT,UNOO,0800,0930,207,base
SBI5345,UNNT,UNOO,1400,1530,207,base
SBI5321,UNNT,UNTT,1535,1630,158,base
SBI5321,UNNT,UNTT,0745,0845,158,base
SBI7013,UNNT,UNTT,1045,1145,158,base
SBI5361,UNNT,UNWW,0745,0900,172,base
SBI7009,UNNT,UNWW,1145,1300,172,base
SBI5303,UNNT,UOOO,0700,1000,306,base
SBI5121,UNNT,URKG,1000,1230,473,base
AFL2863,UNNT,URKK,0820,0945,464,base
SBI5115,UNNT,URKK,0830,1030,464,base
SBI5117,UNNT,URKK,1530,1730,464,base
SBI5151,UNNT,URML,1100,1330,427,base
SBI5127,UNNT,URMM,0930,1200,444,base
AFL6642,UNNT,URSS,0550,0700,469,base
AFL6642,UNNT,URSS,0545,0700,469,base
KAR472,UNNT,URSS,0825,0940,469,base
NWS474,UNNT,URSS,0710,0820,469,base
PBD312,UNNT,URSS,0955,1110,469,base
SBI5101,UNNT,URSS,0600,0900,469,base
SBI5103,UNNT,URSS,1120,1230,469,base
SBI5103,UNNT,URSS,0800,1100,469,base
SBI5105,UNNT,URSS,1425,1535,469,base
SBI5105,UNNT,URSS,1000,1300,469,base
SBI5107,UNNT,URSS,1245,1355,469,base
SBI5107,UNNT,URSS,1300,1600,469,base
SBI5109,UNNT,URSS,1035,1145,469,base
SBI5109,UNNT,URSS,1600,1900,469,base
SBI5111,UNNT,URSS,2335,0045,469,base
SBI5113,UNNT,URSS,2000,2300,469,base
SBI5115,UNNT,URSS,0945,1055,469,base
SDM6642,UNNT,URSS,0800,0915,469,base
SBI5131,UNNT,URWW,0900,1030,409,base
SBI5133,UNNT,URWW,1500,1630,409,base
SBI5021,UNNT,USCC,0700,0900,279,base
SBI5023,UNNT,USCC,0900,1100,279,base
SBI5025,UNNT,USCC,1300,1500,279,base
SBI5027,UNNT,USCC,1700,1900,279,base
SBI5029,UNNT,USCC,2100,2300,279,base
SBI7045,UNNT,USCC,2300,0100,279,base
RUS0179,UNNT,USCM,0930,1020,299,base
SBI5311,UNNT,USDA,0830,1100,330,base
SBI5375,UNNT,USDA,1230,1500,330,base
SBI5379,UNNT,USDA,1730,2000,330,base
SBI7079,UNNT,USDA,2130,2400,330,base
SBI5319,UNNT,USHH,0800,1030,251,base
SBI5323,UNNT,USHH,1400,1630,251,base
SBI7091,UNNT,USHH,2000,2230,251,base
SBI5075,UNNT,USII,2145,2140,326,base
SBI5075,UNNT,USII,1000,1200,326,base
SBI5377,UNNT,USMM,0830,1030,273,base
SBI7083,UNNT,USMM,1430,1630,273,base
SBI5335,UNNT,USMU,0800,1030,273,base
SBI5381,UNNT,USMU,1500,1730,273,base
SBI5327,UNNT,USNN,0730,0930,222,base
SBI5329,UNNT,USNN,1130,1330,222,base
SBI5363,UNNT,USNN,1630,1830,222,base
SBI7095,UNNT,USNN,2030,2230,222,base
SBI5039,UNNT,USPP,0730,0930,310,base
SBI5041,UNNT,USPP,1230,1430,310,base
SBI5331,UNNT,USRO,0730,1000,246,base
SBI5333,UNNT,USRO,1230,1500,246,base
SBI7087,UNNT,USRO,1730,2000,246,base
SBI5347,UNNT,USRR,0700,0930,235,base
SBI5349,UNNT,USRR,1100,1330,235,base
SBI5399,UNNT,USRR,1700,1930,235,base
UTA138,UNNT,USRR,1140,1210,235,base
SBI5013,UNNT,USSS,0930,1020,282,base
SBI5013,UNNT,USSS,0800,0930,282,base
SBI5017,UNNT,USSS,0655,0715,282,base
SBI5017,UNNT,USSS,1200,1330,282,base
SBI5019,UNNT,USSS,2020,2040,282,base
SBI5019,UNNT,USSS,1700,1830,282,base
SBI5343,UNNT,USTR,0800,1000,255,base
SBI5351,UNNT,USTR,1200,1400,255,base
SBI5353,UNNT,USTR,1700,1900,255,base
SBI5551,UNNT,UTDD,1130,1400,354,base
SBI5555,UNNT,UTDL,1100,1330,334,base
SBI5575,UNNT,UTFA,1100,1330,321,base
SBI5561,UNNT,UTFF,1030,1300,326,base
SBI5577,UNNT,UTNU,1130,1400,361,base
SBI5571,UNNT,UTSB,1030,1300,359,base
SBI5569,UNNT,UTSS,1100,1330,350,base
SBI5565,UNNT,UTTT,1000,1230,326,base
AURUS21,UNNT,UUDD,1030,1508,420,base
SBI2502,UNNT,UUDD,0555,0615,420,base
SBI2502,UNNT,UUDD,0001,0230,420,base
SBI2504,UNNT,UUDD,0300,0530,420,base
SBI2506,UNNT,UUDD,0600,0830,420,base
SBI2508,UNNT,UUDD,0900,1130,420,base
SBI2510,UNNT,UUDD,1200,1430,420,base
SBI2512,UNNT,UUDD,1500,1730,420,base
SBI2514,UNNT,UUDD,1800,2030,420,base
SBI2516,UNNT,UUDD,2100,2330,420,base
SBI2518,UNNT,UUDD,2300,0130,420,base
AFL1307,UNNT,UUEE,1050,1115,420,base
AFL1307,UNNT,UUEE,1005,1030,420,base
AFL1461,UNNT,UUEE,1920,1950,420,base
AFL1463,UNNT,UUEE,1735,1815,420,base
AFL1549,UNNT,UUEE,0600,0620,420,base
AUL238,UNNT,UUEE,0920,0935,420,base
AUL238,UNNT,UUEE,0800,1005,420,base
AUL238,UNNT,UUEE,0745,0800,420,base
AURUS40,UNNT,UUEE,1130,1500,420,base
SYL465,UNNT,UUWW,1110,1140,422,base
SYL688,UNNT,UUWW,0810,0840,422,base
SYL788,UNNT,UUWW,1910,1940,422,base
SBI5053,UNNT,UWGG,0830,1030,383,base
SBI5055,UNNT,UWGG,1330,1530,383,base
SBI7053,UNNT,UWGG,1830,2030,383,base
SBI5015,UNNT,UWKD,0730,0900,352,base
SBI5035,UNNT,UWKD,1315,1230,352,base
SBI5035,UNNT,UWKD,1030,1200,352,base
SBI5037,UNNT,UWKD,1430,1600,352,base
SBI5051,UNNT,UWKD,1800,1930,352,base
SBI7037,UNNT,UWKD,2100,2230,352,base
SBI5063,UNNT,UWLW,0900,1130,359,base
SBI7063,UNNT,UWLW,1700,1930,359,base
SBI5071,UNNT,UWOO,0900,1130,326,base
SBI5073,UNNT,UWOO,1600,1830,326,base
SBI7071,UNNT,UWOO,2200,0030,326,base
SBI5157,UNNT,UWSS,0830,1100,385,base
SBI5159,UNNT,UWSS,1430,1700,385,base
SBI7057,UNNT,UWSS,2030,2300,385,base
SBI5045,UNNT,UWUU,0730,1000,315,base
SBI5049,UNNT,UWUU,1430,1700,315,base
TYA3157,UNNT,UWUU,0020,0100,315,base
TYA4510,UNNT,UWUU,2000,2050,315,base
SBI5031,UNNT,UWWW,0700,0900,352,base
SBI5033,UNNT,UWWW,1000,1200,352,base
SBI5043,UNNT,UWWW,1300,1500,352,base
SBI5047,UNNT,UWWW,1900,2100,352,base
SBI7033,UNNT,UWWW,2200,2400,352,base
AFL622,UNNT,VOGA,0100,0635,585,base
AFL650,UNNT,VTBS,1005,1720,629,base
SBI5701,UNNT,VTBS,2200,0430,629,base
SBI5703,UNNT,VTBS,2330,0600,629,base
AFL636,UNNT,VTSP,0540,1330,686,base
NWS3657,UNNT,VVCR,2330,0640,678,base
RUS0120,UNNT,WIII,1000,1900,882,base
SBI5723,UNNT,ZBAA,0900,1330,440,base
AFL852,UNNT,ZJSY,1740,0110,609,base
SBI6452,UNOO,UIII,1145,1315,348,base
AFL6472,UNOO,ULLI,0640,0725,400,base
AFL6846,UNOO,UNKL,1635,1955,266,base
SBI5342,UNOO,UNNT,1000,1130,207,base
SBI5346,UNOO,UNNT,1600,1730,207,base
AFL6148,UNOO,URSS,0720,0850,411,base
AUL862,UNOO,URSS,0655,1055,411,base
AUL862,UNOO,URSS,0530,0650,411,base
SVR676,UNOO,URSS,2050,0115,411,base
UTA306,UNOO,USHH,1800,1915,218,base
UTA187,UNOO,USNN,1440,1545,216,base
UTA140,UNOO,USRR,1635,1735,218,base
UTA9812,UNOO,USRR,1450,1515,218,base
